Constellation,Name,Bayer,Flamsteed,Variable Star,Henry Draper Number,Hipparcos Number,Right Ascension,Declination,Visual Magnitude,Absolute Magnitude,Distance,Spectral class,Notes
Triangulum,Iota Trianguli,ι,6,TZ,13480,10280,02h 12m 22.32s,+30° 18′ 11.6′′,4.94,0.08,305,F5V comp SB,"RS CVn variable , Δ*V* = 0.09m, *P* = 14.732 d"
Triangulum,14 Trianguli,,14,,15656,11784,02h 32m 06.14s,+36° 08′ 50.0′′,5.15,−0.25,391,K5III,"variable star , Δ*V* = 0.006m, *P* = 0.08576 d"
Triangulum,7 Trianguli,,7,,13869,10559,02h 15m 56.30s,+33° 21′ 32.3′′,5.25,0.48,293,A0V,
Triangulum,10 Trianguli,,10,,14252,10793,02h 18m 56.99s,+28° 38′ 33.6′′,5.29,0.13,350,A2V,
Triangulum,12 Trianguli,,12,,15257,11486,02h 28m 09.99s,+29° 40′ 10.3′′,5.29,1.90,155,F0III,
Triangulum,15 Trianguli,,15,,16058,12086,02h 35m 46.80s,+34° 41′ 15.7′′,5.38,,,M3III,"suspected slow irregular variable , Δ*V* = 0.14m"
Triangulum,R Trianguli,,,R,16210,12193,02h 37m 02.50s,+34° 15′ 50.0′′,5.40,,1299,M4IIIe,"Mira variable , *V* max = 5.4m, *V* min = 12.6m, *P* = 266.9 d"
Triangulum,Epsilon Trianguli,ε,3,,12471,9570,02h 02m 57.97s,+33° 17′ 02.9′′,5.50,0.22,370,A2V,binary star
Triangulum,11 Trianguli,,11,,15176,11432,02h 27m 27.79s,+31° 48′ 04.9′′,5.55,0.83,286,K1III:,
Triangulum,HD 10390,,,,10390,7943,01h 42m 03.45s,+35° 14′ 44.8′′,5.63,1.13,259,B9IV-V,
Triangulum,HD 11007,,,,11007,8433,01h 48m 41.68s,+32° 41′ 22.2′′,5.78,3.60,89,F8V,
Triangulum,HD 11928,,,,11928,9132,01h 57m 43.74s,+27° 48′ 16.3′′,5.84,0.02,476,M2III,"variable star, Δ*V* = 0.013m, *P* = 50.65856 d"
Triangulum,HD 15755,,,,15755,11840,02h 32m 52.66s,+34° 32′ 32.8′′,5.84,1.33,260,K0III,
Triangulum,13 Trianguli,,13,,15335,11548,02h 28m 48.54s,+29° 55′ 53.7′′,5.89,3.45,100,G0V,
Triangulum,HD 10348,,,,10348,7906,01h 41m 39.24s,+30° 02′ 49.7′′,5.97,−0.06,523,K0III,
Triangulum,HD 16187,,,,16187,12160,02h 36m 43.05s,+31° 36′ 27.6′′,6.07,0.36,452,K0,
Triangulum,HD 16220,,,,16220,12200,02h 37m 06.51s,+32° 53′ 27.7′′,6.23,2.52,180,F8V,
Triangulum,5 Trianguli,,5,,13372,10220,02h 11m 25.00s,+31° 31′ 35.1′′,6.24,0.39,482,A1m,
Triangulum,HD 15464,,,,15464,11651,02h 30m 16.56s,+33° 50′ 01.8′′,6.26,0.98,371,K1III,"variable star, Δ*V* = 0.005m, *P* = 0.26973 d"
Triangulum,HD 10588,,,,10588,8086,01h 43m 50.15s,+32° 11′ 31.2′′,6.32,0.57,460,G8III-IV SB,
Triangulum,HD 13747,,,,13747,10446,02h 14m 37.88s,+28° 41′ 29.1′′,6.35,2.48,194,K1III,
Triangulum,HD 9298,,,,9298,7147,01h 32m 07.58s,+34° 47′ 59.9′′,6.39,−0.90,937,B7IIIMNp...,
Triangulum,1 Trianguli,,1,,1047,7948,01h 42m 05.92s,+29° 30′ 21.85′′,7.52,0.78,730,A2V,
Triangulum,HD 13189,,,,13189,10085,02h 09m 40.17s,+32° 18′ 59.2′′,7.57,1.23,602,K3II,has a planet or a brown dwarf companion (b )
Triangulum,HD 9446,,,,9446,7245,01h 33m 20.18s,+29° 15′ 54.5′′,8.35,4.74,172,G5V,has two planets (b & c )
Triangulum,HD 12545,,,XX,12545,9630,02h 03m 47.11s,+35° 35′ 28.7′′,8.42,,522,K0III,"RS CVn variable, *V* max = 8.1m, *V* min = 8.7m, *P* = 24.26007 d"
Triangulum,X Trianguli,,,X,12211,9383,02h 00m 33.72s,+27° 53′ 19.3′′,8.86,2.76,541,A7V,"Algol variable , *V* max = 8.55m, *V* min = 11.27m, *P* = 0.9715352 d"
Triangulum,V Trianguli,,,V,,,01h 31m 47.10s,+30° 22′ 01.6′′,10.96,,,A3,"β Lyr variable , *V* max = 10.7m, *V* min = 11.8m, *P* = 0.5852057 d"
Triangulum,RV Tri,,,RV,,,02h 13m 18.16s,+31° 01′ 01.6′′,11.21,,,A2:,Algol variable
Triangulum,WASP-56,,,,,,12h 13m 27.89s,+23° 03′ 20.45′′,11.46,,,G6,has a planet
Triangulum,RW Trianguli,,,RW,,,02h 25m 36.15s,+28° 05′ 50.9′′,12.50,,,M0V,"Algol variable and nova-like star , *V* max = 12.5m, *V* min = 15.61m, *P* = 0.231883392 d"
Triangulum,HAT-P-38,,,,,,02h 21m 31.9s,+32° 14′ 47′′,12.56,,812,G,Horna; has a planet (b)
Triangulum,AI Tri,,,AI,,,02h 03m 48.61s,+29° 59′ 25.8′′,15.30,,,M2.5,"AM Her variable , *V* max = 14.7m, *V* min = 18.2m, *P* = 0.19174566 d"
Triangulum,Var 83,,,,,,01h 34m 10.91s,+30° 34′ 37.4′′,15.40,,3000000,,"in Triangulum Galaxy ; luminous blue variable , *V* max = 15.4m, *V* min = 16.6m; one of the most luminous stars known"
Triangulum,Var B&action=edit&redlink=1),,,,,,01h 33m 49.20s,+30° 38′ 09.1′′,16.21,,3000000,A,in Triangulum Galaxy ; luminous blue variable ; one of the most luminous stars known
Triangulum,Var C&action=edit&redlink=1),,,,,,01h 33m 35.14s,+30° 36′ 00.4′′,16.43,,3000000,B,"in Triangulum Galaxy ; luminous blue variable , *V* max = 15.2m, *V* min = 17.2m; one of the most luminous stars known"
Triangulum,Var 19,,,,,,01h 33m 57.1s,+30° 45′ 12′′,18.20,,3000000,,in Triangulum Galaxy ; formerly thought to be a Cepheid variable
Triangulum,M33 X-7,,,,,,01h 33m 34.13s,+30° 32′ 11.3′′,18.70,,3000000,O6III,in Triangulum Galaxy; High-mass X-ray binary ; contains largest known stellar black hole
Triangulum,Var A,,,,,,01h 32m 32.52s,+30° 30′ 22.4′′,,,3000000,F8Ia,in Triangulum Galaxy ; luminous blue variable ; one of the most luminous stars known
Triangulum,Var 2,,,Y,,,01h 34m 18.4s,+30° 38′ 27′′,,,3000000,Ofpe/WN9,in Triangulum Galaxy ; luminous blue variable ; one of the most luminous stars known
Triangulum,LSPM J0207+3331,,,,,,02h 07m 33.81s,+33° 31′ 29.53′′,,,145,DA,oldest white dwarf to host a circumstellar disk
Triangulum Australe,Alpha Trianguli Australis,α,,,150798,82273,16h 48m 39.87s,−69° 01′ 39.5′′,1.91,−3.62,391,K2IIb-IIIa,"Atria, possible binary star [1]"
Triangulum Australe,Beta Trianguli Australis,β,,,141891,77952,15h 55m 08.81s,−63° 25′ 47.1′′,2.83,2.38,40,F1 V[2],
Triangulum Australe,Gamma Trianguli Australis,γ,,,135382,74946,15h 18m 54.69s,−68° 40′ 46.1′′,2.87,−0.87,183,A1V,
Triangulum Australe,Delta Trianguli Australis,δ,,,145544,79664,16h 15m 26.27s,−63° 41′ 08.3′′,3.86,−2.54,621,G5II,
Triangulum Australe,Epsilon Trianguli Australis,ε,,,138538,76440,15h 36m 43.19s,−66° 19′ 00.9′′,4.11,0.00,216,K0III,
Triangulum Australe,Zeta Trianguli Australis,ζ,,,147584,80686,16h 28m 27.80s,−70° 05′ 04.8′′,4.90,4.49,39,F9V,
Triangulum Australe,LP TrA,,,LP,150549,82129,16h 46m 40.01s,−67° 06′ 34.8′′,5.10,−1.32,626,A0II-IIIp,"α2 CVn variable , Δ*V* = 0.033m, *P* = 3.76 d"
Triangulum Australe,Kappa Trianguli Australis,κ,,,141767,77982,15h 55m 29.61s,−68° 36′ 10.8′′,5.11,−4.70,2991,G6IIa,"semiregular variable , *V* max = 5.08m, *V* min = 5.11m, *P* = 600 d"
Triangulum Australe,HD 148291,,,,148291,80874,16h 30m 49.37s,−61° 38′ 00.5′′,5.19,−1.37,669,K0II/IIICN.,
Triangulum Australe,Iota Trianguli Australis,ι,,,147787,80645,16h 27m 57.27s,−64° 03′ 28.8′′,5.28,2.25,132,F4IV,"γ Dor variable , triple star"
Triangulum Australe,Theta Trianguli Australis,θ,,,148890,81252,16h 35m 44.77s,−65° 29′ 43.2′′,5.50,0.49,328,G8/K0III,
Triangulum Australe,HD 140483,,,,140483,77390,15h 47m 53.10s,−65° 26′ 31.9′′,5.54,0.06,406,A5,
Triangulum Australe,LX TrA,,,LX,137066,75665,15h 27m 33.10s,−64° 31′ 53.2′′,5.71,−0.88,679,K5/M0III,semiregular variable
Triangulum Australe,HD 142514,,,,142514,78279,15h 58m 58.16s,−65° 02′ 15.2′′,5.74,−1.08,753,B7III,
Triangulum Australe,X Trianguli Australis,,,X,134453,74582,15h 14m 19.17s,−70° 04′ 46.0′′,5.75,−2.56,1495,C5.5[3],"semiregular variable, *V* max = 5.03m, *V* min = 6.05m, *P* = 361.1 d"
Triangulum Australe,HD 133683,,,,133683,74184,15h 09m 29.92s,−67° 05′ 02.9′′,5.76,−5.58,6037,F8Iab-Ib,
Triangulum Australe,HD 142139,,,,142139,78045,15h 56m 05.96s,−60° 28′ 56.3′′,5.76,1.66,215,A3V,
Triangulum Australe,MX TrA,,,MX,152564,83150,16h 59m 33.98s,−69° 16′ 05.3′′,5.79,−1.60,982,Ap Si,α2 CVn variable
Triangulum Australe,HD 136672,,,,136672,75565,15h 26m 14.53s,−68° 18′ 33.1′′,5.89,0.84,334,K0III,
Triangulum Australe,Eta Trianguli Australis,η1,,,149671,81710,16h 41m 23.13s,−68° 17′ 45.9′′,5.89,−0.73,688,B7IV,
Triangulum Australe,HD 145689,,,,145689,79797,16h 17m 05.48s,−67° 56′ 27.9′′,5.95,2.24,180,A4V,suspected variable
Triangulum Australe,HD 150026,,,,150026,81873,16h 43m 22.11s,−67° 25′ 56.3′′,6.02,1.17,305,A0Vn,suspected variable
Triangulum Australe,HD 151441,,,,151441,82517,16h 51m 53.88s,−65° 22′ 31.5′′,6.12,−1.20,948,B8II/III,
Triangulum Australe,HD 141913,,,,141913,77927,15h 54m 52.64s,−60° 44′ 37.1′′,6.14,−2.45,1707,B9II,"suspected variable, *V* max = 6.11m, *V* min = 6.15m"
Triangulum Australe,HD 147349,,,,147349,80455,16h 25m 22.15s,−63° 07′ 30.9′′,6.14,0.55,428,A1V,
Triangulum Australe,HD 133456,,,,133456,74047,15h 07m 56.75s,−65° 16′ 31.6′′,6.18,−0.75,793,K3III,34 G. Cir
Triangulum Australe,HD 141585,,,,141585,77817,15h 53m 22.94s,−62° 36′ 23.6′′,6.22,−0.19,623,K3III,"suspected variable, *V* max = 6.18m, *V* min = 6.21m"
Triangulum Australe,HD 150097,,,,150097,81823,16h 42m 48.42s,−62° 33′ 14.1′′,6.23,−2.04,1468,K3III,
Triangulum Australe,HD 143238,,,,143238,78603,16h 02m 52.53s,−62° 32′ 29.5′′,6.25,1.17,339,B9.5V,
Triangulum Australe,HD 135737,,,,135737,75091,15h 20m 40.56s,−67° 28′ 53.4′′,6.27,−1.66,1254,B3V,suspected variable
Triangulum Australe,HD 151404,,,,151404,82539,16h 52m 17.78s,−67° 40′ 53.4′′,6.33,1.01,377,K2III,
Triangulum Australe,R Trianguli Australis,,,R,135592,75018,15h 19m 45.71s,−66° 29′ 45.7′′,6.39,,3500,F7Ib/II,"Cepheid variable , *V* max = 6.33m, *V* min = 7m, *P* = 3.389287 d"
Triangulum Australe,S Trianguli Australis,,,S,142941,78476,16h 01m 10.72s,−63° 46′ 35.5′′,6.42,−2.57,2050,F8II,"Cepheid variable, *V* max = 5.95m, *V* min = 6.81m, *P* = 6.32344 d"
Triangulum Australe,HD 138965,,,,138965,76736,15h 40m 11.63s,−70° 13′ 39.9′′,6.45,2.01,252,A5V,
Triangulum Australe,HD 153389,,,,153389,83556,17h 04m 33.70s,−68° 16′ 43.1′′,6.47,−1.46,1254,M3/M4III,suspected irregular variable
Triangulum Australe,HD 144481,,,,144481,79208,16h 09m 59.19s,−62° 58′ 01.2′′,6.50,1.41,340,A3m...,
Triangulum Australe,U TrA,,,U,143999,78978,16h 07m 09.01s,−62° 54′ 38.0′′,7.89,,3130,F8Ib/II,"Cepheid variable, *V* max = 7.3m, *V* min = 8.29m, *P* = 2.568423 d"
Triangulum Australe,HD 147018,,,,147018,80250,16h 23m 00.15s,−61° 41′ 19.5′′,8.37,5.22,139,G9V,has two planets (b & c )
Triangulum Australe,RT Trianguli Australis,,,RT,,81157,16h 34m 30.89s,−63° 08′ 00.8′′,9.70,,2590,G2Ib-II:,"W Virginis variable , *V* max = 9.43m, *V* min = 10.18m, *P* = 1.9461124 d"
Triangulum Australe,WR 71,,,LT,143414,78689,16h 03m 49.34s,−62° 41′ 36.0′′,10.10,,2940,WN6w,"Wolf–Rayet star , Δ*V* = 0.13m"
Triangulum Australe,EK Trianguli Australis,,,EK,,,15h 14m 01.47s,−65° 05′ 32.1′′,10.40,,,,"SU Ursae Majoris variable , *V* max = 10.4m, *V* min = <15.0m, *P* = 0.06288 d"
Triangulum Australe,HD 141969,,,MM,141969,78034,15h 56m 01.69s,−66° 09′ 09.2′′,11.00,,3500,BC0Ibe,central star of planetary nebula He 2-138
Triangulum Australe,KX TrA,,,KX,,,16h 44m 35.47s,−62° 37′ 14.08′′,11.38,,,M6,Z Andromedae variable
Triangulum Australe,4U 1626-67,,,KZ,,,16h 32m 16.8s,−67° 27′ 43′′,18.50,,,,"Low-mass X-ray binary , *V* max = 18.23m, *V* min = 19m"
Triangulum Australe,X1556-605,,,LU,,,16h 01m 02.3s,−60° 44′ 18′′,18.60,,,,"Low-mass X-ray binary, *V* max = 18.6m, *V* min = 19.2m, *P* = 0.46229 d"
Triangulum Australe,TrA X-1,,,KY,,,15h 28m 17.2s,−61° 52′ 58′′,,,,,Low-mass X-ray binary
Triangulum Australe,WISE 1639-6847,,,,,,16h 39m 40.83s,−68° 47′ 38.6′′,,,16,Y,brown dwarf
Tucana,Alpha Tucanae,α,,,211416,110130,22h 18m 30.18s,−60° 15′ 34.2′′,2.87,−1.05,199,K3III,astrometric binary
Tucana,Gamma Tucanae,γ,,,219571,114996,23h 17m 25.81s,−58° 14′ 09.3′′,3.99,2.28,72,F1III,
Tucana,Zeta Tucanae,ζ,,,1581,1599,00h 20m 01.91s,−64° 52′ 39.4′′,4.23,4.56,28,F9V,Sun -like star
Tucana,Kappa Tucanae,κ,,,7788,5896,01h 15m 45.50s,−68° 52′ 34.5′′,4.25,2.70,67,F6IV,"quadruple star , suspected variable"
Tucana,Beta Tucanae,β1,,,2884,2484,00h 31m 32.56s,−62° 57′ 29.1′′,4.34,,135,B9V,component of the β Tuc system
Tucana,Epsilon Tucanae,ε,,,224686,118322,23h 59m 54.91s,−65° 34′ 37.5′′,4.49,−0.81,374,B9IV,
Tucana,Delta Tucanae,δ,,,212581,110838,22h 27m 19.87s,−64° 57′ 59.0′′,4.50,−0.06,267,B8V,"suspected variable, *V* max = 4.46m, *V* min = 4.50m"
Tucana,Beta Tucanae,β2,,,2885,2487,00h 31m 33.36s,−62° 57′ 55.6′′,4.51,,168,A2V,component of the β Tuc system
Tucana,Nu Tucanae,ν,,,213442,111310,22h 33m 00.01s,−61° 58′ 55.5′′,4.91,0.30,273,M4III,"semiregular variable , *V* max = 4.75m, *V* min = 4.93m"
Tucana,Eta Tucanae,η,,,224392,118121,23h 57m 34.97s,−64° 17′ 53.1′′,5.00,1.56,159,A1V,
Tucana,Beta Tucanae,β3,,,3003,2578,00h 32m 43.79s,−63° 01′ 53.0′′,5.09,,149,A0V,component of the β Tuc system
Tucana,HD 212330,,,,212330,110649,22h 24m 56.19s,−57° 47′ 47.8′′,5.31,3.75,67,F9V,
Tucana,Iota Tucanae,ι,,,6793,5268,01h 07m 18.57s,−61° 46′ 30.9′′,5.36,0.70,279,G5III,semiregular variable
Tucana,Rho Tucanae,ρ,,,4089,3330,00h 42m 28.30s,−65° 28′ 05.3′′,5.38,2.33,133,F6V,
Tucana,Lambda Tucanae,λ2,,,5457,4293,00h 55m 00.30s,−69° 31′ 37.1′′,5.45,1.40,210,G7III,
Tucana,Pi Tucanae,π,,,1685,1647,00h 20m 39.04s,−69° 37′ 29.7′′,5.50,0.64,306,B9V,
Tucana,HD 225253,,,,225253,377,00h 04m 41.25s,−71° 26′ 12.7′′,5.59,−0.63,572,B8III,
Tucana,HD 220572,,,,220572,115620,23h 25m 19.37s,−56° 50′ 56.2′′,5.60,0.89,285,K0III,
Tucana,HD 220790,,,,220790,115769,23h 27m 14.93s,−58° 28′ 34.6′′,5.63,0.82,298,G8III,
Tucana,HD 219482,,,,219482,114948,23h 16m 57.47s,−62° 00′ 04.1′′,5.64,4.07,67,F7V,
Tucana,HD 221006,,,CG,221006,115908,23h 29m 00.93s,−63° 06′ 38.2′′,5.66,0.33,380,Ap Si,"α2 CVn variable , Δ*V* = 0.045m, *P* = 2.3148 d"
Tucana,BQ Tuc,,,BQ,5276,4200,00h 53m 37.78s,−62° 52′ 16.9′′,5.70,−0.64,613,M4III,"semiregular variable, Δ*V* = 0.2m"
Tucana,HD 222820,,,,222820,117088,23h 44m 12.03s,−64° 24′ 16.3′′,5.73,−1.42,879,K3II,
Tucana,HD 3823,,,,3823,3170,00h 40m 24.66s,−59° 27′ 20.5′′,5.89,3.86,83,G1V,
Tucana,HD 224361,,,,224361,118092,23h 57m 19.78s,−62° 57′ 23.8′′,5.95,1.96,205,A2p,
Tucana,HD 214632,,,,214632,111967,22h 40m 48.86s,−57° 25′ 20.3′′,5.98,−1.90,1226,K4III,
Tucana,HD 4088,,,,4088,3352,00h 42m 41.64s,−60° 15′ 45.7′′,5.99,1.68,237,K5III,
Tucana,HD 4294,,,,4294,3489,00h 44m 31.52s,−62° 29′ 51.4′′,6.06,1.44,274,F5III/IV,
Tucana,HD 222805,,,,222805,117105,23h 44m 25.00s,−70° 29′ 25.4′′,6.06,2.75,150,G8IV,
Tucana,DR Tuc,,,DR,220263,115433,23h 22m 56.68s,−60° 03′ 21.0′′,6.08,−1.00,851,M3III,semiregular variable
Tucana,Theta Tucanae,θ,,,3112,2629,00h 33m 23.23s,−71° 15′ 58.4′′,6.11,0.22,490,A7IV,"δ Sct variable , *V* max = 6.06m, *V* min = 6.15m, *P* = 0.049308 d"
Tucana,HD 219077,,,,219077,114699,23h 14m 05.98s,−62° 41′ 56.3′′,6.12,3.79,95,G5IV,has a planet (b )
Tucana,HD 216187,,,,216187,112924,22h 52m 09.98s,−63° 11′ 18.8′′,6.14,0.69,401,K0III,
Tucana,HD 213884,,,,213884,111548,22h 35m 52.84s,−57° 53′ 01.4′′,6.22,2.07,220,F0Vn,
Tucana,Lambda Tucanae,λ1,,,5190,4084,00h 52m 24.51s,−69° 30′ 12.9′′,6.22,,206,F7IV/V,suspected variable
Tucana,HD 5771,,,,5771,4563,00h 58m 22.18s,−60° 41′ 46.7′′,6.23,0.07,557,Am,
Tucana,HD 7916,,,,7916,5992,01h 17m 03.68s,−66° 23′ 52.4′′,6.23,1.16,336,A0V,
Tucana,CC Tuc,,,CC,6311,4879,01h 02m 42.89s,−65° 27′ 22.0′′,6.25,−0.71,803,M2III,"semiregular variable, *V* max = 6.22m, *V* min = 6.37m"
Tucana,HD 215121,,,,215121,112259,22h 44m 16.48s,−60° 29′ 58.8′′,6.29,0.63,442,F3V,
Tucana,HD 565,,,,565,798,00h 09m 52.10s,−62° 17′ 48.6′′,6.34,0.68,442,A6V,
Tucana,HD 215682,,,,215682,112603,22h 48m 21.30s,−61° 41′ 03.7′′,6.36,0.95,393,K0III,
Tucana,HD 211726,,,,211726,110311,22h 20m 36.25s,−57° 30′ 35.1′′,6.41,−0.48,780,K3/K4III,
Tucana,HD 3444,,,,3444,2889,00h 36m 37.59s,−65° 07′ 27.9′′,6.43,−0.05,646,K2/K3III,
Tucana,HD 216169,,,,216169,112895,22h 51m 45.00s,−59° 52′ 52.9′′,6.47,1.27,357,K1IIICN...,
Tucana,HD 220759,,,,220759,115756,23h 27m 07.47s,−66° 34′ 51.1′′,6.47,−0.70,886,K4III,
Tucana,HD 215562,ξ[1][2],,,215562,112533,22h 47m 35.71s,−65° 33′ 36.8′′,6.49,0.05,633,K1III,
Tucana,HD 4308,,,,4308,3497,00h 44m 39.27s,−65° 38′ 58.3′′,6.54,4.84,72,G5V,has a planet (b )
Tucana,Gliese 902,,,,222237,116745,23h 39m 36.83s,−72° 43′ 19.8′′,7.09,7.29,37.1,K3V,
Tucana,HD 6870,,,BS,6870,5321,01h 08m 03.97s,−61° 52′ 17.8′′,7.45,,339,A2IIwp,"δ Sct variable, *V* max = 7.43m, *V* min = 7.57m, *P* = 0.065 d"
Tucana,HD 222076,,,,222076,116630,23h 38m 08.0s,−70° 54′ 12′′,7.48,,272,,has a planet (b )
Tucana,HD 221287,,,,221287,116084,23h 31m 20.34s,−58° 12′ 35.0′′,7.82,4.20,173,F7V,"Poerava,3] has a planet ([b )"
Tucana,CF Tuc,,,CF,5303,4157,00h 53m 07.77s,−74° 39′ 05.6′′,7.90,,291.3,G5IV+K4IV-V,"RS CVn variable , *V* max = 7.50m, *V* min = 7.86m, *P* = 2.79750 d"
Tucana,HD 1397,,,,1397,1419,00h 17m 47.0s,−66° 21′ 32′′,7.90,,259,G5III,has a planet (b )
Tucana,HD 213885,,,,213885,111553,22h 35m 56.0s,−59° 51′ 53′′,8.0,,189,G,has two planets (b and c )
Tucana,HD 7199,,,,7199,5529,01h 10m 47s,−66° 11′ 17′′,8.06,,117,KOIV/V,"Emiw,4] has a planet ([b )"
Tucana,HD 224538,,,,224538,118228,23h 58m 52.0s,−61° 35′ 12′′,8.06,,254,F9IV/V,has a planet (b )
Tucana,HD 215497,,,,215497,112441,22h 46m 36.75s,−56° 35′ 58.3′′,8.97,5.78,142,K3V,has two planets (b & c )
Tucana,HD 222259,,,DS,222259,116748,23h 39m 40.0s,−69° 11′ 45′′,9,,143,G6V,has a planet (b )
Tucana,AQ Tuc,,,AQ,1372,1387,00h 17m 21.51s,−71° 54′ 56.8′′,10.12,,1490,F4+...,"W UMa variable , *V* max = 9.91m, *V* min = 10.48m, *P* = 0.59484267 d"
Tucana,HD 7583,,,,7583,5714,01h 13m 30.50s,−73° 20′ 10.3′′,10.20,,200000,A0Iao,"in SMC ; yellow hypergiant , *V* max = 10.13m, *V* min = 10.44m"
Tucana,R40&action=edit&redlink=1),,,,6884,5267,01h 07m 18.22s,−72° 28′ 03.7′′,10.23,,200000,B9Iae,"in SMC; luminous blue variable , *V* max = 9.5m, *V* min = 10.73m"
Tucana,HD 5980,,,,5980,,00h 59m 26.57s,−72° 09′ 53.9′′,11.31,,"200,000",WN3+OB D,"in SMC; triple star; contains a luminous blue variable and a Wolf–Rayet star , *V* max = 8.8m, *V* min = 11.9m; both components among the most luminous stars known"
Tucana,W Tuc,,,W,,4541,00h 58m 09.70s,−63° 23′ 44.4′′,11.60,,979,A...,"RR Lyr variable , *V* max = 10.783m, *V* min = 11.950m, *P* = 0.6422382 d"
Tucana,BZ Tuc,,,BZ,,,00h 41m 43.43s,−73° 43′ 23.6′′,11.68,,200000,F8Ib,"in SMC; classical Cepheid , *V* max = 11.65m, *V* min = 12.35m, *P* = 127.447 d"
Tucana,WASP-91,,,,,,23h 51m 23.0s,−70° 09′ 10′′,12.00,,,K3,has a planet (b )
Tucana,WASP-164,,,,,,22h 59m 29.6s,−60° 26′ 52′′,12.62,,,G2V,has a transiting planet (b )
Tucana,AB7,,,,,,01h 03m 35.93s,−72° 03′ 22.0′′,13.02,,200000,WN4+O6I,in SMC; binary star; contains a Wolf–Rayet star
Tucana,SMC X-1,,,,,,01h 17m 05.15s,−73° 26′ 36.0′′,13.30,,200000,OB:,in SMC; high-mass X-ray binary
Tucana,SMC X-3,,,,,,00h 52m 05.64s,−72° 26′ 04.2′′,14.91,,200000,B1-B1.5IV-V,in SMC; X-ray pulsar
Tucana,AX J0051-733,,,DZ,,,00h 50m 44.70s,−73° 16′ 05.4′′,15.44,,200000,B0-B0.5V,"in SMC; X-ray pulsar with Be star companion, *V* max = 14.7m, *V* min = 15.7m, *P* = 0.708 d"
Tucana,SMC X-2,,,,,,00h 54m 36.2s,−73° 40′ 35′′,16.38,,200000,B1.5Ve,in SMC; high-mass X-ray binary
Tucana,CP Tuc,,,CP,,,23h 15m 19.10s,−59° 10′ 28.3′′,,,,,AM Her variable
Tucana,PSR J0045-7319,,,,,,00h 45m 35.16s,−73° 19′ 03.0′′,,,200000,,in SMC; pulsar
Tucana,PMMR 62,,,,,,00h 53m 47.93s,−72° 02′ 09.487′′,12.43,,11365.53,M0Iab C,Red supergiant located in the Small Magellanic Cloud .
Ursa Major,Alioth,ε,77,,112185,62956,12h 54m 01.63s,+55° 57′ 35.4′′,1.77,−0.21,81,A0p,Alioth; brown dwarf companion?; α2 CVn variable
Ursa Major,Dubhe,α,50,,95689,54061,11h 03m 43.84s,+61° 45′ 04.0′′,1.79,−1.08,124,K0III + F0V,"Dubhe, Dubh, Dubb, Thahr al Dub al Akbar, Ak"
Ursa Major,Alkaid,η,85,,120315,67301,13h 47m 32.55s,+49° 18′ 47.9′′,1.86,−0.60,101,B3V SB,"Benetnasch, Alkaid, Elkeid"
Ursa Major,Mizar,ζ1,79,,116656,65378,13h 23m 55.54s,+54° 55′ 31.3′′,2.23,0.32,83,A2V SB,"spectroscopic binary , the Mizar pair also form a naked eye double with Alcor"
Ursa Major,Merak (star,β,48,,95418,53910,11h 01m 50.39s,+56° 22′ 56.4′′,2.37,0.41,79,A1V,"Merak, Mirak"
Ursa Major,Phecda,γ,64,,103287,58001,11h 53m 49.74s,+53° 41′ 41.0′′,2.44,0.36,84,A0V SB,"Phad, Phecda, Phegda, Phekha, Phacd"
Ursa Major,Psi Ursae Majoris,ψ,52,,96833,54539,11h 09m 39.86s,+44° 29′ 54.8′′,3.01,−0.27,147,K1III,Ta Tsun
Ursa Major,Mu Ursae Majoris,μ,34,,89758,50801,10h 22m 19.80s,+41° 29′ 58.0′′,3.06,−1.35,249,M0III SB,"Tania Australis, Alkafzah Australis; semiregular variable"
Ursa Major,Theta Ursae Majoris,θ,25,,82328,46853,09h 32m 52.33s,+51° 40′ 43.0′′,3.12,2.52,44,F6IV,"Al Haud, Sarir, Sarir Bonet"
Ursa Major,Iota Ursae Majoris,ι,9,,76644,44127,08h 59m 12.84s,+48° 02′ 32.5′′,3.14,2.29,48,A7IV,"Talitha, Dnoces, Alphikra Borealis; quadruple star"
Ursa Major,Megrez,δ,69,,106591,59774,12h 15m 25.45s,+57° 01′ 57.4′′,3.31,1.33,81,A3Vvar,"Megrez, Kaffa"
Ursa Major,Omicron Ursae Majoris,ο,1,,71369,41704,08h 30m 16.03s,+60° 43′ 06.4′′,3.35,−0.40,184,G4II-III,"Muscida, has a planet (b )"
Ursa Major,Lambda Ursae Majoris,λ,33,,89021,50372,10h 17m 05.93s,+42° 54′ 52.1′′,3.45,0.38,134,A2IV,"Tania Borealis, Alkafzah Borealis"
Ursa Major,Nu Ursae Majoris,ν,54,,98262,55219,11h 18m 28.76s,+33° 05′ 39.3′′,3.49,−2.07,421,K3III SB,Alula Borealis
Ursa Major,Kappa Ursae Majoris,κ,12,,77327,44471,09h 03m 37.56s,+47° 09′ 24.0′′,3.56,−1.99,423,A1Vn,"Alkaphrah, Al Kaprah, Talitha Australis, Alphikra Australis"
Ursa Major,23 Ursae Majoris,h,23,,81937,46733,09h 31m 31.57s,+63° 03′ 42.5′′,3.65,1.83,75,F0IV,
