,episode no.,speaker,dialouge
9354,49,Beth,": Honestly, I don't even know. There's so many movies that start with the parents leaving- it just popped right out of my mouth. Are you sure you don't wanna come with us?
"
9355,49,Rick,": Naw, go- get outta here.  I've got a million things I've been putting off.
"
9356,49,Morty,": Are you sure Rick? I know- I know a cruise doesn't sound like an adventure on paper but what does? I- It's paper!
"
9357,49,Rick,": Morty, I'm trying to stay humble right now, but as soon as you guys are gone the potential for a new Pickle Rick starts skyrocketing. Peace. Bye.
"
9358,49,(Summer and Morty),": K. Bye.
"
9359,49,Rick,": Bye! 
"
9360,49,The Garage AI,": IONIC COASTER DEPLOYED.
"
9361,49,Rick,": Okay, bring him out.
"
9362,49,The Garage AI,": INITIATING BEST FRIEND REJUVINATION SEQUENCE.
"
9363,49,Rick,": Excuse me? Did I pick that name?
"
9364,49,The Garage AI,": SEQUENCE WAS UNNAMED. WHAT WOULD YOU LIKE TO CALL THIS? PAUSE DETECTED. PAUSE GRAVITY CLASS: HEAVY. APPROACHING PAUSE PREGNANCY IN P-MINUS 5-
"
9365,49,Rick,": Jesus fucking Christ.
"
9366,49,The Garage AI,": 4-
"
9367,51,Alien woman:," It’s the crowmad!
"
9368,51,Owl 1:," Give it a second. Maybe he’s taking it out to surrender.
"
9369,51,Short alien man:," He’s anti-heroic, run!
"
9370,51,Owl 2:," I don’t understand.
"
9371,51,Owl 3:," He’s only one man!
"
9372,51,Rick:," With the power of a thousand crows!
"
9373,51,Owl 3:," Good luck.
"
9374,51,Owl 2:," Crows and owls have always been at war, but why do you care? What’s the point?
"
9375,51,Rick:," Here’s two.
"
9376,51,Morty:," Haha, yeah, cool.
"
9377,51,Rick:," Morty?
"
9378,51,Morty:," H-hey man. G-good to see you. Y-you’re like, looking like, into crows. Still.
"
9379,51,Rick:," Oh, uh, two crows, you remember Morty. Morty, two crows. It’s good to see you, but give me more of a heads-up.
"
9380,51,Morty:," Oh well I-I was just in the neighborhood, i-it wasn’t like—
"
9381,51,Rick:," It’s just that the battle for crows is kinda never-ending.
"
9382,51,Morty:," Huh. Right. A little pointless then, right? That… came out wrong. S-sounded judgey.
"
9383,51,Crow-horse:," Crow-horse. Crow-horse. Crow-horse.
"
9384,51,Two crows:," Caw, caw, caw.
"
9385,51,Morty:," Okay. It looks like— it looks like they’re leading you to a thing.
"
9386,51,Rick:," Take care, Morty.
"
9387,51,Morty:," You-you too. U-uh I’m doing good, by the way. Oh, my dad was gonna eat that yogurt you left in the fridge, but I-I told him—
"
9388,51,Rick:, Ahem. I’m lookin’ for 
9389,51,Rick:," Fine, I can kill an extra asshole. Helps me get my steps in.
"
9390,51,Morty:," Rick!
"
9391,51,Rick:," Morty?
"
9392,51,Pussifer:," Wood?!
"
9393,51,Pussifer:," Gahhh!
"
9394,51,Rick:," Uh, Morty. Why are you now like forty?
"
9395,51,Morty:," Th-that’s how long it’s been, Rick.
"
9396,51,Rick:," Oh. Um, I guess we can have a drink together then.
"
9397,51,Morty:," Do you have a rum and coke?
"
9398,51,Waiter:," What are you, twenty?
"
9399,51,Morty:," Oh-ho-ho. Bless your heart.
"
9400,51,Rick:," Time be going by, don’t she?
"
9401,51,Morty:," That’s your reaction to finding out you wasted your entire life?
"
9402,51,Rick:," I feel okay.
"
9403,51,Morty:," Well-well, what about me?
"
9404,51,Rick:," Woah. Excuse us boys, you don’t wanna be here for this.
"
9405,51,Two crows:," Caw.
"
9406,51,Morty:," I thought if I gave you enough space, you’d outgrow this phase.
"
9407,51,Waiter:," Here’s your drink, poser.
"
9408,51,Morty:, 
9409,51,Rick:," Morty, what we had wasn’t healthy.
"
9410,51,Morty:," And this is? Y-y-you had a thousand adventures with these crows. When are you gonna kill their Big Bad?
"
9411,51,Rick:," First off, the will-they kill-they is everything to my guys. And second, fuck you for trying to undermine my happiness.
"
9412,51,Morty:," This may be the last time you lay eyes on me!
"
9413,51,Rick:," I hope that’s not true, Morty. Because you look like sh-urrp-shit, and this is not how I wanna remember you.
"
9414,51,Crowscare:," Now that I have his two crows, nothing will stop me from eliminating Crow Rick!
"
9415,51,Two crows:," Caw, caw, caw.
"
9416,51,Crowscare:," Don’t defend him to me, I don’t even get what you see in him.
"
9417,51,Two crows:," Caw, caw.
"
9418,51,Crowscare:," You’re right, we should be enjoying the time we have together.
"
9419,51,Crowscare:," Crow Rick!
"
9420,51,Two crows:," Caw.
"
9421,51,Crowscare:," Oh, I know what this must look like but— 
"
9422,51,Rick:," Looks like my arch-nemesis Crowscare and my sidekicks planning adventures together.
"
9423,51,Crowscare:," You are hardly the victim here. I was adventuring with these two crows before you ever came along.
"
9424,51,Two crows:," Caw, caw, caw.
"
9425,51,Rick:," What do you mean, ‘using me as a rebound’?
"
9426,51,Two crows:," Caw.
"
9427,51,Rick:," You feel like I was using you as a rebound too? Well shit, this lost all meaning. Guess it could’ve been worse. At least ‘adventuring’ was just a metaphor for romantic partnership so it’s not a real breakup.
"
9428,51,Crowscare:," Speak for yourself. We immensely enjoy each other’s bodies.
"
9429,51,Rick:," What?! Eugh, no!
"
9430,51,Crowscare:," Sounds like the man’s asking for proof! Let’s show him, fellas!
"
9431,51,Two crows:," Caw, caw, caw.
"
9432,51,Crowscare:," Ah, aah.
"
9433,51,Rick:," I-I asked for zero proof! Zero proof!
"
9434,51,Rick:," I’m giving you free will. Yah!
"
9435,51,Crow-horse:," Submit to Crow-horse!
"
9436,51,Rick:," Whoops.
"
9437,51,Morty:," R-rick?
"
9438,51,Rick:," Wubba lubba dub dub! I’m back, pal!
"
9439,51,Jerry:," Morty, who’s at the door?
"
9440,51,Rick:," Wait a minute, I thought you died gruesomely. W-what the hell’s going on here?
"
9441,51,Morty:," See, um th-the thing is, uh—
"
9442,51,Beth," Can you please make Morty fourteen again, dad? This is ridiculous.
"
9443,51,Morty:," Okay, look, I-I may have used an aging serum to kind of emotionally blackmail you a little.
"
9444,51,Rick:," I kinda figured and I totally get it, Morty. I-I’m done with the two crows, like they were super clingy and I’m ready to make this work.
"
9445,51,Morty:," Let’s just hit the reset button.
"
9446,51,Beth:," Well no, honey, not a reset, okay? Tell your grandpa that you’re worthy of his respect and you wanna be treated differently from now on.
"
9447,51,Morty:," I refuse to do that, I’m desperate to get back together.
"
9448,51,Jerry:," Just like his old man.
"
9449,51,Rick:," Don’t worry honey, that’s just Morty’s middle age talking. He’ll be less codependent once we get more of his life in front of him again.
"
9450,51,Summer:," Uh, I’d like him to stay forty so he can keep buying my friends molly. I’d rather throw my vote away than use it to support a flawed system.
"
9451,51,Morty:," Can we make our first adventure fixing this? I-I keep thinking about lawn care.
"
9452,51,Rick:," Okay buddy, who sold you this shitty aging serum? What did he look like?
"
9453,51,Morty:, Just like you. I-I got it from 
9454,51,Rick:," Hot damn! Hitting the ground running with a Citadel episode. See you later, masturbators.
"
9455,51,Andy:," Hi! I’m the Citadel’s new mascot, Andy! Because this place wouldn’t be home without Ricks aaand-ey Mortys!
"
9456,51,Morty:," Dumb.
"
9457,51,Rick:," Oof, what happened to this place?
"
9458,51,Morty:, There’s a 
9459,51,Rick:," Ah, that’s cute. They rebuilt, and made it nicer.
"
9460,51,Morty:," They made it Glendale.
"
9461,51,Rick:," Goddamn you are cantankerous.
"
9462,51,Morty:," Even pooping hurts now.
"
9463,51,Rick:," Yeah, well, this place is gonna fix you right up.
"
9464,51,Employee Morty:," Okay, so… we’ve got a standard Morty that’s been aged to forty.
"
9465,51,Rick:," Can you reverse it?
"
9466,51,Employee Morty:," Well if you look at it like a bone, what we can do is break his age in two places, remove the middle and graft its ends back together.
"
9467,51,Morty:," Th-th-that sounds really violent.
"
9468,51,Rick:," It’s not a literal bone, Morty.
"
9469,51,Morty:," Oh, Okay.
"
9470,51,Employee Morty:," Brace yourself, the process does also break every bone in your body.
"
9471,51,Morty:," Wait, ahhhh! Ooh, ow!
"
9472,51,Toddler Morty 1:," I like crayons.
"
9473,51,Toddler Morty 2:," Girls are gross.
"
9474,51,Morty:," I-I-I think I feel like myself again.
"
9475,51,Rick:," Eh, you look a little weird. Your skin’s all pink like a baby mouse. Is that normal?
"
9476,51,Employee Morty:," Probably. Uh, sign here for storage or disposal of the twenty-six years we removed.
"
9477,51,Rick:," Wait, what? I ain’t payin’ to store twenty-six years.
"
9478,51,Employee Morty:," Well, then you’re taking it with you.
"
9479,51,Twenty-Six Year Old Morty:," I’m almost ready to sell out.
"
9480,51,Rick:," Alright, what’s disposal cost?
"
9481,51,Twenty-Six Year Old Morty:," S-something unfair’s happening!
"
9482,51,Deformed Morty:," There’s no escape! No escape!
"
9483,51,Twenty-Six Year Old Morty:," Let me help you, this is not a good look!
"
9484,51,Rick:," Oh boy.
"
9485,51,Morty:," Hey, they shot me!
"
9486,51,Police Morty:," You are seriously hurting the Citadel experience!
"
9487,51,Deformed Morty:," Listen to me!
"
9488,51,Police Morty:," Drop the gun!
"
9489,51,Deformed Morty:," Death is coming for us all, and the Citadel is a weapon of mass destruc—
"
9490,51,Rick:," Woof. You’re about to get suspended with pay. Come on, Morty. Let’s get out of here before this gets political.
"
9491,51,Twenty-Six Year Old Morty:," U-uh. Was I influential?
"
9492,51,Morty:," Yeah, y-you were influential. You had like seven— seven blogs.
"
9493,51,Twenty-Six Year Old Morty:," Tight. Uh.
"
9494,51,Rick:," Ugh. Too late.
"
9495,51,Secret Service Rick:," C-137. President Morty requests you join him for dinner.
"
9496,51,Morty:," Woah! S-seriously?
"
9497,51,Rick:," You know I destroyed this place?
"
9498,51,Secret Service Rick:," You’ve been pardoned for that, sir.
"
9499,51,Morty:," Rick, let’s have dinner with the Morty president.
"
9500,51,Rick:," Morty, the idea was to get back to simple adventures. The Citadel runs on canon.
"
9501,51,Morty:," Okay. I guess things really are going right back to how they were.
"
9502,51,Rick:," Fine, I could eat. But the second he reveals he’s evil, we’re gone.
"
9503,51,Morty:," I don’t know. Tastes pretty good.
"
9504,51,Rick:," Okay, let me know if you start feeling poisony. Good to have you back, buddy.
"
9505,51,President Morty:," Sorry I’m late. Never really ends around here.
"
9506,51,Rick:," Look at this Morty. They really did make a you the president.
"
9507,51,President Morty:," And I hate ‘em every day for it. But wow, Rick C-137. Now that’s a guy to move your schedule around for. Not-not here to blow the place up again, I hope. Ha ha.
"
9508,51,Rick:," Ha. Not unless you try to keep me here.
"
9509,51,President Morty:," Geez, wouldn’t dream of it. But it’s amazing you dropped by because I was eventually gonna hunt you down.
"
9510,51,Rick:," There’s the reveal. Let’s dance.
"
9511,51,President Morty:," Ha, geez.
"
9512,51,Morty:," Come on, man. The guy got elected president. By Ricks and Mortys. He’s being really nice.
"
9513,51,Rick:," All politicians are nice.
"
9514,51,President Morty:," He’s a hot bag of peanuts, isn’t he?
"
9515,51,Morty:," We’ve been through a lot, a-and he does not like—
"
9516,51,Rick:," Serialized drama.
"
9517,51,President Morty:," Right, no drama. Keep it episodic. Ricks never look back. Waste of a legend in his case. You know, he practically built this place.
"
9518,51,Morty:," Wait, what?
"
9519,51,Rick:," And now you're running it squeaky clean, right? That’s why you got deformed Mortys comin’ up through the sewer lines talking about ‘hope’ and ‘change’.
"
9520,51,President Morty:," Fair enough.
"
9521,51,Morty:," Good clap-back, Rick. What’s the deal with that, Mr. P?
"
9522,51,President Morty:," I got a little project going on, acquired some hands-on labor. It would require less if you were willing to tell me how one might bring down the "
9523,51,Rick:," Alright, time to go Morty.
"
9524,51,Morty:," I wanna know what he’s talking about.
"
9525,51,President Morty:," Yeah, you’ve come all this way. Can you give me ten more seconds?
"
9526,51,Rick:," Literally ten? Because now it would be six.
"
9527,51,President Morty:," Oh, I’m fine with that. Make it two… one. Like I said, would’ve been a big help for you to tell me, but I should have everything I need from you now. Let me just make sure…
"
9528,51,Rick:," You can’t scan an entire brain over appetizers.
"
9529,51,President Morty:," Oh, most of yours got scanned a looong time ago.
"
9530,51,President Morty:," You probably don’t remember.
"
9531,51,Rick Stan Lee:," Check out season one, episode nine, Rickheads. Excel-uurp-cior!
"
9532,51,Rick:," Evil Rick.
"
9533,51,Morty:," We kicked his ass.
"
9534,51,President Morty:," Evil Rick. I love it. Smartest man in the universe, with an ego so big you could just grab it like a joystick.
"
