Title,Available Globally?,Release Date,Hours Viewed,Language Indicator,Content Type
DC's Legends of Tomorrow: Season 3,No,,"53,00,000",English,Show
Naruto Shippuden: Season 6 // NARUTO-ナルト- 疾風伝: 自来也VSペイン・サスケVSイタチ編,No,,"53,00,000",Japanese,Show
Supergirl: Season 6,No,,"53,00,000",English,Show
Below Deck: Season 6,No,,"50,00,000",English,Show
Velvet: Season 4,No,,"50,00,000",English,Show
Mystic Pop-up Bar: Season 1 // 쌍갑포차: 시즌 1,Yes,2020-05-20,"49,00,000",Korean,Show
Cowboy Bebop: Season 1 // カウボーイビバップ: シーズン1,Yes,,"46,00,000",Japanese,Show
Crazy Ex-Girlfriend: Season 1,No,,"46,00,000",English,Show
Good Morning Call: Season 1 // グッドモーニング・コール: シーズン1,Yes,2016-02-11,"46,00,000",Japanese,Show
Kingdom: Series 4 // キングダム: 第4シリーズ,No,,"46,00,000",Japanese,Movie
Luis Miguel - The Series: Season 1 // Luis Miguel - La serie: Temporada 1,No,2018-04-22,"46,00,000",English,Show
Making a Murderer: Part 2,Yes,2018-10-19,"45,00,000",English,Movie
The Circle: Season 5,Yes,2022-12-28,"45,00,000",English,Show
Z Nation: Season 2,No,,"45,00,000",English,Show
Naruto Shippuden: Season 15 // NARUTO-ナルト- 疾風伝: 忍界大戦編(4),No,,"44,00,000",Japanese,Show
SpongeBob SquarePants: Season 11,No,,"43,00,000",English,Show
Summer Strike: Limited Series // 아무것도 하고 싶지 않아: 리미티드 시리즈,No,,"43,00,000",Korean,Movie
The Staircase: Limited Series,Yes,2018-06-08,"43,00,000",English,Movie
Viola come il mare: Season 1,No,,"43,00,000",English,Show
13 Commandments: Season 1 // 13 Geboden: Seizoen 1,No,2019-08-30,"42,00,000",English,Show
DC's Legends of Tomorrow: Season 4,No,,"42,00,000",English,Show
The Magicians (2015): Season 1,No,,"42,00,000",English,Show
The Mindy Project: Season 4,No,,"42,00,000",English,Show
Barney and Friends: Season 14,No,,"41,00,000",English,Show
Toradora!: Season 1 // とらドラ!: シーズン1,No,,"41,00,000",Japanese,Show
Assassination Classroom: Season 2 // 暗殺教室: 第2期,No,,"40,00,000",Non-English,Show
Borgen: Season 1,Yes,,"40,00,000",English,Show
Friday Night Lights: Season 5,No,,"40,00,000",English,Show
Ricky Zoom: Season 1,No,,"40,00,000",English,Show
Total Drama: The Ridonculous Race,No,,"40,00,000",English,Movie
Aquarius (2015): Season 1,No,,"39,00,000",English,Show
DC's Legends of Tomorrow: Season 6,No,,"39,00,000",English,Show
Justice League: Season 2,No,,"39,00,000",English,Show
Kingdom: Series 3 // キングダム: 第3シリーズ,No,,"39,00,000",Japanese,Movie
Ben & Holly's Little Kingdom: Season 2,No,,"38,00,000",English,Show
Club de Cuervos: Season 1,Yes,2015-08-07,"38,00,000",English,Show
DC's Legends of Tomorrow: Season 5,No,,"38,00,000",English,Show
La Caza: Season 2,No,,"38,00,000",English,Show
All American: Homecoming: Season 1,No,,"37,00,000",English,Show
Berserk // ベルセルク: 剣風伝奇ベルセルク,No,,"37,00,000",Japanese,Movie
Little Death: Season 1 // Mały Zgon: Season 1,No,,"37,00,000",Non-English,Show
My Hero Academia: Season 2 // 僕のヒーローアカデミア: シーズン2,No,,"37,00,000",Japanese,Show
The Chosen: Season 3,No,,"37,00,000",English,Show
"The Wiggles: Ready, Steady, Wiggle: Season 1",No,,"37,00,000",English,Show
Tokyo Ghoul:re // 東京喰種トーキョーグール: 東京喰種:re,No,,"37,00,000",Japanese,Movie
Twirlywoos: Season 1,No,,"37,00,000",English,Show
Girlfriends (2000): Season 4,No,,"36,00,000",English,Show
Rainbow Rangers: Season 2,No,,"36,00,000",English,Show
Dr. Stone: Season 1,No,,"35,00,000",English,Show
Girlfriends (2000): Season 2,No,,"35,00,000",English,Show
Iron Man: Armored Adventures: Season 1,No,,"35,00,000",English,Show
Mission Afghanistan: Season 1 // Misja Afganistan: Season 1,No,,"35,00,000",English,Show
Mr. Bean: The Animated Series: Season 1,No,,"35,00,000",English,Show
My Hero Academia: Season 3 // 僕のヒーローアカデミア: シーズン3,No,,"35,00,000",Japanese,Show
The Eminence in Shadow: 1st Season // 陰の実力者になりたくて!: 1st season,No,,"35,00,000",Japanese,Show
Transformers Prime: Season 1,No,,"35,00,000",English,Show
Wakfu: Season 2,Yes,2014-09-12,"35,00,000",English,Show
Wentworth: Season 7,No,,"35,00,000",English,Show
Love Is Blind: Brazil: Season 1 // Casamento às Cegas: Brasil: Temporada 1,Yes,2021-10-06,"34,00,000",Non-English,Show
Naruto Shippuden: Season 18 // NARUTO-ナルト- 疾風伝: 忍界大戦編(6),No,,"34,00,000",Japanese,Show
Too Hot to Handle: Brazil: Season 1 // Brincando com Fogo: Brasil: Temporada 1,Yes,2021-07-21,"34,00,000",English,Show
Ackley Bridge: Series 2,No,,"33,00,000",English,Movie
I AM A KILLER: Season 1,Yes,2018-08-03,"33,00,000",English,Show
Dark Gathering // ダークギャザリング: シーズン1,No,,"32,00,000",Japanese,Movie
I AM A KILLER: Season 2,No,2020-01-31,"32,00,000",English,Show
Knightfall: Season 1,No,,"32,00,000",English,Show
MIU404: Season 1,No,,"32,00,000",English,Show
Nightflyers: Season 1,Yes,2019-02-01,"32,00,000",English,Show
Ultimate Beastmaster: Survival of the Fittest,Yes,2018-08-31,"32,00,000",English,Movie
Girlfriends (2000): Season 5,No,,"31,00,000",English,Show
Odd Squad: Season 1,No,,"31,00,000",English,Show
Riding a Unicorn: Season 1 // ユニコーンに乗って: シーズン1,No,,"31,00,000",Japanese,Show
Skins (2007): Vol. 2,No,,"31,00,000",English,Movie
Bad Sport: Volume 1,Yes,2021-10-06,"30,00,000",English,Movie
The Disappearance of Madeleine McCann: Limited Series,Yes,2019-03-15,"30,00,000",English,Movie
The Parisian Agency: Exclusive Properties: Season 3 // L'Agence : L'immobilier de luxe en famille: Saison 3,No,2023-03-29,"30,00,000",English,Show
Boruto: Naruto Next Generations: Kara Actuation // BORUTO ボルト NEXT GENERATIONS: 「殻」始動編,No,,"29,00,000",Japanese,Movie
Lenox Hill: Season 1,Yes,2020-06-10,"29,00,000",English,Show
Girlfriends (2000): Season 6,No,,"28,00,000",English,Show
ISHIKO and HANEO: You're Suing Me?: Season 1 // 石子と羽男ーそんなコトで訴えます?ー: シーズン１,No,,"28,00,000",Japanese,Show
Black Clover IV // ブラッククローバー IV,No,,"27,00,000",Japanese,Movie
Bleach (2004): The Substitute,No,,"27,00,000",English,Movie
"Borgen - Power & Glory: Season 1 // Borgen – Riget, Magten og Æren: Sæson 1",Yes,2022-04-14,"27,00,000",Non-English,Show
Itxaso and the Sea: Season 1 // Itxaso: Season 1,Yes,,"27,00,000",English,Show
The Game (2006): Season 1,No,,"27,00,000",English,Show
Baby Shark Best Sing-Along Songs: Season 1 // 아기상어 인기 동요: 시즌 1,No,,"26,00,000",Korean,Show
Bo on the Go!: Season 1,No,,"26,00,000",English,Show
Petit Ours Brun: Little Brown Bear: Season 1,No,,"26,00,000",English,Show
Sacred Games: Season 2 // सेक्रेड गेम्स: सीज़न 2,Yes,2019-08-14,"26,00,000",Hindi,Show
Signs: Season 1 // Znaki: Sezon 1,Yes,2020-04-15,"26,00,000",English,Show
The Shannara Chronicles: Season 2,No,,"26,00,000",English,Show
Unbreakable Kimmy Schmidt: Season 4,Yes,2018-05-30,"26,00,000",English,Show
Glitter Force Doki Doki: Season 1,No,2017-08-18,"25,00,000",English,Show
So Not Worth It: Season 1 // 내일 지구가 망해버렸으면 좋겠어: 시즌 1,Yes,2021-06-18,"25,00,000",Korean,Show
"Young, Famous & African: Season 2",Yes,2023-05-19,"25,00,000",English,Show
Dora the Explorer: Season 5,No,,"24,00,000",English,Show
GLOW: Season 1,Yes,2017-06-23,"24,00,000",English,Show
In the Name of God: A Holy Betrayal: Season 1 // 나는 신이다: 신이 배신한 사람들: 시즌 1,Yes,2023-03-03,"24,00,000",Korean,Show
Love Never Lies: Destination Sardinia: Season 1 // Amor con fianza: Destino Cerdeña: Temporada 1,Yes,2022-11-10,"24,00,000",Non-English,Show
Million Pound Menu: Season 2,Yes,2019-08-27,"24,00,000",English,Show
My Hero Academia: Season 1 // 僕のヒーローアカデミア: シーズン1,No,,"24,00,000",Japanese,Show
My Unorthodox Life: Season 1,Yes,2021-07-14,"24,00,000",English,Show
Summertime: Season 1,Yes,2020-04-29,"24,00,000",English,Show
The Gift: Season 3 // Atiye: 3. Sezon,Yes,2021-06-17,"24,00,000",English,Show
The Innocents: Season 1,Yes,2018-08-24,"24,00,000",English,Show
The Ultimatum: France: Season 1 // Ultimatum : On se marie ou c'est fini: Saison 1,Yes,2022-12-30,"24,00,000",English,Show
The Unknown Hitman: The Story of El Cholo Adrián: Season 2 // El desconocido: Temporada 2,No,,"24,00,000",Non-English,Show
(Un)Well: Season 1,Yes,2020-08-12,"23,00,000",English,Show
All Hail King Julien: Season 5,Yes,2017-12-01,"23,00,000",English,Show
B: The Beginning: Season 1,Yes,2018-03-02,"23,00,000",English,Show
Boruto: Naruto Next Generations: Vessel // BORUTO ボルト NEXT GENERATIONS: 「器」編,No,,"23,00,000",Japanese,Movie
Diablero: Season 1,Yes,2018-12-21,"23,00,000",English,Show
Girls Incarcerated: Season 1,Yes,2018-03-02,"23,00,000",English,Show
Love: Season 2,Yes,2017-03-10,"23,00,000",English,Show
My Unorthodox Life: Season 2,Yes,2022-12-02,"23,00,000",English,Show
Papadag: Season 1,No,,"23,00,000",English,Show
The Adventures of Puss in Boots: Season 3,No,2016-07-15,"23,00,000",English,Show
Ultramarine Magmell: Season 1 // 群青のマグメル: シーズン1,Yes,2019-04-07,"23,00,000",Japanese,Show
Yeh Kaali Kaali Ankhein: Season 1 // ये काली काली आंखें: सीज़न 1,Yes,2022-01-14,"23,00,000",Hindi,Show
3%: Season 3,Yes,2019-06-07,"22,00,000",English,Show
Call My Agent!: Season 1 // Dix pour cent: Saison 1,No,2016-12-20,"22,00,000",English,Show
Finding Ola: Season 1 // البحث عن علا: موسم 1,Yes,2022-02-03,"22,00,000",Non-English,Show
Home: Adventures with Tip & Oh: Season 2,No,2017-01-27,"22,00,000",English,Show
Qi Refining for 3000 Years // 煉氣練了 3000 年 // 炼气练了3000年,No,,"22,00,000",Non-English,Movie
Skylanders Academy: Season 2,Yes,2017-10-06,"22,00,000",English,Show
Soil: Season 1 // Grond: Seizoen 1,Yes,2022-03-17,"22,00,000",English,Show
Too Hot To Handle: Latino: Season 1 // Jugando con fuego: Latino: Temporada 1,Yes,2021-09-15,"22,00,000",English,Show
Trial by Fire: Limited Series // ट्रायल बाय फ़ायर: लिमिटेड सीरीज़,Yes,2023-01-12,"22,00,000",Hindi,Movie
44 Cats: Season 2 (Part 1),No,,"21,00,000",English,Show
Best Leftovers Ever!: Season 1,Yes,2020-12-30,"21,00,000",English,Show
Boruto: Naruto Next Generations: Kawaki: Kara Clash // BORUTO ボルト NEXT GENERATIONS: カワキ編「殻」激突,No,,"21,00,000",Japanese,Movie
Glitter: Season 1 // Brokat: Sezon 1,Yes,2022-12-14,"21,00,000",English,Show
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World // 転生賢者の異世界ライフ ～第二の職業を得て、世界最強になりました～: シーズン1,No,,"21,00,000",Japanese,Movie
Non Mentire: Season 1,No,,"21,00,000",English,Show
Pororo - The Little Penguin: Season 7,No,,"21,00,000",English,Show
Reality Z: Season 1,Yes,2020-06-10,"21,00,000",English,Show
Skylanders Academy: Season 3,Yes,2018-09-28,"21,00,000",English,Show
The Greatest Demon Lord Is Reborn as a Typical Nobody: Season 1 // 史上最強の大魔王、村人Aに転生する: シーズン1,No,,"21,00,000",Japanese,Show
The Last Bus: Season 1,Yes,2022-04-01,"21,00,000",English,Show
The Mindy Project: Season 5,No,,"21,00,000",English,Show
Bocchi the Rock!: Season 1 // ぼっち・ざ・ろっく!: シーズン1,No,,"20,00,000",Japanese,Show
Dead End: Paranormal Park: Season 2,Yes,2022-10-13,"20,00,000",English,Show
From Me to You: Kimi ni Todoke: Season 2 // 君に届け 2ND SEASON,Yes,,"20,00,000",Japanese,Show
Get Organized with The Home Edit: Season 1,Yes,2020-09-09,"20,00,000",English,Show
Indian Matchmaking: Season 1,Yes,2020-07-16,"20,00,000",English,Show
Killing Eve: Season 3,No,,"20,00,000",English,Show
Oktoberfest: Beer & Blood: Limited Series,Yes,2020-10-01,"20,00,000",English,Movie
Rotten: Season 2,Yes,2019-10-04,"20,00,000",English,Show
Sailor Moon Crystal: Season 1 // 美少女戦士セーラームーン Crystal: 第1期ダーク・キングダム編,No,,"20,00,000",Japanese,Show
The Minions of Midas: Limited Series // Los Favoritos de Midas: Miniserie,Yes,2020-11-13,"20,00,000",English,Movie
Voltron: Legendary Defender: Season 2,No,2017-01-20,"20,00,000",English,Show
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.: Season 2 // 痛いのは嫌なので防御力に極振りしたいと思います。: シーズン2",No,,"19,00,000",Japanese,Show
Bungo Stray Dogs // 文豪ストレイドッグス: 第1期,No,,"19,00,000",Japanese,Movie
Campfire Cooking in Another World with My Absurd Skill // とんでもスキルで異世界放浪メシ: 第1期,No,,"19,00,000",Japanese,Movie
Chef's Table: Pizza: Limited Series,Yes,2022-09-07,"19,00,000",English,Movie
Down to Earth with Zac Efron: Season 2: Down Under,Yes,2022-11-11,"19,00,000",English,Show
Final Space: Season 3,No,2021-09-16,"19,00,000",English,Show
Hard Broken: Limited Series // كسرة قلب: Limited Series,Yes,2023-09-20,"19,00,000",Non-English,Movie
Haters Back Off: Season 1,Yes,2016-10-14,"19,00,000",English,Show
Home: Adventures with Tip & Oh: Season 3,No,2017-08-11,"19,00,000",English,Show
jeen-yuhs: A Kanye Trilogy,Yes,2022-02-16,"19,00,000",English,Movie
Kenan and Kel: Season 1,No,,"19,00,000",English,Show
MF Ghost: Season 1 // MFゴースト: シーズン1,No,,"19,00,000",Japanese,Show
Nailed It!: Season 4,Yes,2020-04-01,"19,00,000",English,Show
Rita: Season 1,Yes,2013-08-14,"19,00,000",English,Show
Skin Decision: Before and After: Season 1,Yes,2020-07-15,"19,00,000",English,Show
The Powerpuff Girls (1998): Season 4,No,,"19,00,000",English,Show
The Powerpuff Girls (1998): Season 6,No,,"19,00,000",English,Show
The Wiggles' World: Season 1,No,,"19,00,000",English,Show
The World's Most Amazing Vacation Rentals: Season 2,Yes,2021-09-14,"19,00,000",English,Show
Awake: The Million Dollar Game: Season 1,Yes,2019-06-14,"18,00,000",English,Show
Forest of Piano: Season 1 // ピアノの森: シーズン1,Yes,2018-04-08,"18,00,000",Japanese,Show
Justin Time (2011): Season 2,No,,"18,00,000",English,Show
Little Witch Academia: Season 2 // リトルウィッチアカデミア: シーズン2,Yes,2017-04-09,"18,00,000",Japanese,Show
Love & Anarchy: Season 2 // Kärlek & Anarki: Säsong 2,Yes,2022-06-16,"18,00,000",Non-English,Show
No Game No Life: Season 1 // ノーゲーム・ノーライフ: シーズン1,No,,"18,00,000",Japanese,Show
Open Your Eyes: Season 1 // Otwórz oczy: Sezon 1,Yes,2021-08-25,"18,00,000",Non-English,Show
Selling Tampa: Season 1,Yes,2021-12-15,"18,00,000",English,Show
Sexify: Season 2,Yes,2023-01-11,"18,00,000",English,Show
Shahs of Sunset: Season 1,No,,"18,00,000",English,Show
Sugar Rush: Season 2,Yes,2019-07-26,"18,00,000",English,Show
The Batman: Season 3,No,,"18,00,000",English,Show
The House of Flowers: Season 2 // La casa de las flores: Temporada 2,Yes,2019-10-18,"18,00,000",English,Show
Wakfu: Season 3,Yes,2017-10-29,"18,00,000",English,Show
4 Blocks: Season 3,No,,"17,00,000",English,Show
Barney and Friends: Season 13,No,,"17,00,000",English,Show
Bungo Stray Dogs 5 // 文豪ストレイドッグス: 第5期,No,,"17,00,000",Japanese,Movie
Crazy Delicious: Season 1,Yes,2020-06-24,"17,00,000",English,Show
Cupcake & Dino - General Services: Season 2,Yes,2019-05-03,"17,00,000",English,Show
Kitz: Season 1,Yes,2021-12-30,"17,00,000",English,Show
Luis Miguel - The Series: Season 3 // Luis Miguel - La serie: Temporada 3,No,2021-10-28,"17,00,000",English,Show
Mythomaniac: Season 2 // Mytho: Season 2,Yes,2021-10-29,"17,00,000",English,Show
The Promised Neverland: Season 1 // 約束のネバーランド: シーズン1,No,,"17,00,000",Japanese,Show
The War Next-door: Season 1 // Guerra de vecinos: Temporada 1,Yes,2021-07-07,"17,00,000",English,Show
Trivia Quest: Season 1,Yes,2022-04-01,"17,00,000",English,Show
"Age of Tanks: Season 1 // Tanks, dans l'enfer des combats: Saison 1",Yes,,"16,00,000",English,Show
Dr. Stone: Season 2,No,,"16,00,000",English,Show
Great News: Season 1,Yes,2018-08-23,"16,00,000",English,Show
LEGO® Friends The Next Chapter: Season 1,No,,"16,00,000",Non-English,Show
Love on the Spectrum: Australia: Season 2,Yes,2021-09-21,"16,00,000",English,Show
Secrets of Great British Castles: Season 2,No,,"16,00,000",English,Show
"Sister, Sister: Season 1",No,,"16,00,000",English,Show
The Powerpuff Girls (1998): Season 5,No,,"16,00,000",English,Show
Triad Princess: Season 1 // 極道千金: 第 1 季 // 极道千金: 第 1 季,Yes,2019-12-06,"16,00,000",Non-English,Show
All About the Washingtons: Season 1,Yes,2018-08-10,"15,00,000",English,Show
DOTA: Dragon's Blood: Book 2,Yes,2022-01-18,"15,00,000",English,Movie
Family Business: Season 3,Yes,2021-10-08,"15,00,000",English,Show
Fearless: Season 1,Yes,2016-08-19,"15,00,000",English,Show
High Score: Limited Series,Yes,2020-08-19,"15,00,000",English,Movie
Outnumbered (2007): Series 5,No,,"15,00,000",English,Movie
The Brave Ones: Season 1,Yes,2022-09-16,"15,00,000",English,Show
The Mindy Project: Season 6,No,,"15,00,000",English,Show
Badanamu Stories: Season 1,Yes,,"14,00,000",English,Show
"Belascoarán, PI: Season 1 // Belascoarán: Temporada 1",Yes,2022-10-12,"14,00,000",Non-English,Show
Canine Intervention: Season 1,Yes,2021-02-24,"14,00,000",English,Show
DOTA: Dragon's Blood: Book 3,Yes,2022-08-11,"14,00,000",English,Movie
Kath and Kim: Season 1,No,,"14,00,000",English,Show
Marlon: Season 2,No,2018-08-22,"14,00,000",English,Show
Nailed It!: Season 3,Yes,2019-05-17,"14,00,000",English,Show
The Letdown: Season 1,Yes,2018-04-21,"14,00,000",English,Show
The Surgeon's Cut: Season 1,Yes,2020-12-09,"14,00,000",English,Show
Where is Marta?: Limited Series // ¿Dónde está Marta?: Miniserie,Yes,2021-11-05,"14,00,000",Non-English,Movie
Archer (2009): Season 10,No,,"13,00,000",English,Show
He-Man and the Masters of the Universe: Season 2,Yes,2022-03-03,"13,00,000",English,Show
How to Ruin Christmas: The Funeral,Yes,2021-12-10,"13,00,000",English,Movie
Kath and Kim: Season 2,No,,"13,00,000",English,Show
Lost Ollie: Limited Series,Yes,2022-08-24,"13,00,000",English,Movie
MeatEater: Season 8,Yes,2019-10-18,"13,00,000",English,Show
Molang: Season 3,No,,"13,00,000",English,Show
Nailed It!: Season 2,Yes,2018-06-29,"13,00,000",English,Show
Off the Hook: Season 1 // Détox: Saison 1,Yes,2022-09-01,"13,00,000",Non-English,Show
Queen: Season 1 // Królowa: Sezon 1,Yes,2022-06-23,"13,00,000",Non-English,Show
Strawberry Shortcake: Berry in the Big City: Season 2,No,,"13,00,000",English,Show
True Colours: Season 1,No,,"13,00,000",English,Show
African Queens: Njinga: Limited Series,Yes,2023-02-15,"12,00,000",English,Movie
"Anglés, historia de una fuga: Season 1",No,,"12,00,000",Non-English,Show
Deepa & Anoop: Season 2,Yes,2022-11-07,"12,00,000",English,Show
Dope: Season 2,Yes,2018-04-20,"12,00,000",English,Show
Haunted: Latin America: Season 1 // Haunted: Latinoamérica: Temporada 1,Yes,2021-03-31,"12,00,000",Non-English,Show
